"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Pole","PHB'24","228","none","Adventuring Gear","","","","","7 lb.","5 CP","A Pole is 10 feet long. You can use it to touch something up to 10 feet away. If you must make a Strength (Athletics) check as part of a High or Long Jump, you can use the Pole to vault, giving yourself Advantage on the check."
"Pony","PHB'24","229","none","Mount","","Speed: 40, Carrying Capacity: 225 lb.","","","","30 GP",""
"Portable Ram","PHB'24","228","none","Adventuring Gear","","","","","35 lb.","4 GP","You can use a Portable Ram to break down doors. When doing so, you gain a +4 bonus to the Strength check. One other character can help you use the ram, giving you Advantage on this check."
"Potter's Tools","PHB'24","221","none","Artisan's Tools","","","","","3 lb.","10 GP","Ability: IntelligenceUtilize: Discern what a ceramic object held in the past 24 hours (DC 15)Craft: Jug, LampArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Pouch","PHB'24","228","none","Adventuring Gear","","","","","1 lb.","5 SP","A Pouch holds up to 6 pounds within one-fifth of a cubic foot."
"Priest's Pack","PHB'24","228","none","Adventuring Gear","","","","","29 lb.","33 GP","A Priest's Pack contains the following items: Backpack, Blanket, Holy Water, Lamp, 7 days of Rations, Robe, and Tinderbox."
"Psychic Blade","PHB'24","136","none","Weapon, Simple Weapon, Melee Weapon","","1d6 Psychic","Finesse, Thrown (60/120 ft.)","Mastery: Vex (you can use this property, and it doesn't count against the number of properties you can use with Weapon Mastery)","","","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Purple Worm Poison","DMG'24","91","none","Adventuring Gear, Poison (Injury)","","","","","","2,000 GP","A creature subjected to Purple Worm Poison makes a DC 21 Constitution saving throw, taking 35 (10d6) Poison damage on a failed save or half as much damage on a successful one."
"Quarterstaff","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d6 Bludgeoning","Versatile (1d8)","Mastery: Topple","4 lb.","2 SP","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Quartz","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A white, smoky gray, or yellow gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Quiver","PHB'24","228","none","Adventuring Gear","","","","","1 lb.","1 GP","A Quiver holds up to 20 Arrows."
"Rapier","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Piercing","Finesse","Mastery: Vex","2 lb.","25 GP","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Rations","PHB'24","228","none","Adventuring Gear","","","","","2 lb.","5 SP","Rations consist of travel-ready food, including jerky, dried fruit, hardtack, and nuts. See ""Malnutrition"" for the risks of not eating."
"Reliquary","PHB'24","226","none","Spellcasting Focus","","","","","2 lb.","5 GP","For a Reliquary to be an effective Holy Symbol, it must be held.A Holy Symbol takes a specific form and is bejeweled or painted to channel divine magic. A Cleric or Paladin can use a Holy Symbol as a Spellcasting Focus."
"Revolver","DMG'24","73","none","Weapon, Modern, Martial Weapon, Ranged Weapon, Firearm","","2d8 Piercing","Ammunition (40/120 ft.; Firearm Bullet), Reload (6 shots)","Mastery: Sap","3 lb.","","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. Firearm Bullets are destroyed upon use in a modern firearm. Futuristic firearms use Energy Cells that become depleted but could possibly be recharged with the proper equipment, at the GM's discretion. Reload. You can make a limited number of shots with a Reload weapon. You must then reload the weapon as an action or a Bonus Action. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Rhodochrosite","DMG'24","214","none","Treasure (Gemstone)","","","","","","10 GP","A light pink gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Riding Horse","PHB'24","229","none","Mount","","Speed: 60, Carrying Capacity: 480 lb.","","","","75 GP",""
"Riding Saddle","PHB'24","230","none","Tack and Harness","","","","","25 lb.","10 GP","A saddle comes with a bit, a bridle, reins, and any other equipment needed to use the saddle."
"Ring Mail","PHB'24","219","none","Heavy Armor","","AC 14","","","40 lb.","30 GP","The wearer has Disadvantage on Dexterity (Stealth) checks."
"Robe","PHB'24","228","none","Adventuring Gear","","","","","4 lb.","1 GP","A Robe has vocational or ceremonial significance. Some events and locations admit only people wearing a Robe bearing certain colors or symbols."
"Rod","PHB'24","224","none","Spellcasting Focus","","","","","2 lb.","10 GP","An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"Rope","PHB'24","228","none","Adventuring Gear","","","","","5 lb.","1 GP","As a Utilize action, you can tie a knot with Rope if you succeed on a DC 10 Dexterity (Sleight of Hand) check. The Rope can be burst with a successful DC 20 Strength (Athletics) check.You can bind an unwilling creature with the Rope only if the creature has the Grappled, Incapacitated, or Restrained condition. If the creature's legs are bound, the creature has the Restrained condition until it escapes. Escaping the Rope requires the creature to make a successful DC 15 Dexterity (Acrobatics) check as an action."
"Rowboat","PHB'24","230","none","Vehicle (Water)","","Speed: 1½ mphCarrying Capacity: 3 passengersCrew 1, AC 11, HP 50","","","","50 GP","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Ruby","DMG'24","214","none","Treasure (Gemstone)","","","","","","5,000 GP","A clear red to deep crimson gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Sack","PHB'24","228","none","Adventuring Gear","","","","","½ lb.","1 CP","A Sack holds up to 30 pounds within 1 cubic foot."
"Saffron","DMG'24","213","none","Trade Good","","","","","1 lb.","15 GP","Merchants commonly exchange trade goods without using currency."
"Sailing Ship","PHB'24","230","none","Vehicle (Water)","","Speed: 2 mphCarrying Capacity: 100 tons cargo, 20 passengersCrew 20, AC 15, HP 300, Damage Threshold 15","","","","10,000 GP","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Salt","DMG'24","213","none","Trade Good","","","","","1 lb.","5 CP","Merchants commonly exchange trade goods without using currency."
"Sardonyx","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A bands of red and white gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Scale Mail","PHB'24","219","none","Medium Armor","","AC 14 + Dex (max 2)","","","45 lb.","50 GP","The wearer has Disadvantage on Dexterity (Stealth) checks."
"Scholar's Pack","PHB'24","228","none","Adventuring Gear","","","","","22 lb.","40 GP","A Scholar's Pack contains the following items: Backpack, Book, Ink, Ink Pen, Lamp, 10 flasks of Oil, 10 sheets of Parchment, and Tinderbox."
"Scimitar","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d6 Slashing","Finesse, Light","Mastery: Nick","3 lb.","25 GP","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"Semiautomatic Pistol","DMG'24","73","none","Weapon, Modern, Martial Weapon, Ranged Weapon, Firearm","","2d6 Piercing","Ammunition (50/150 ft.; Firearm Bullet), Reload (15 shots)","Mastery: Vex","3 lb.","","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. Firearm Bullets are destroyed upon use in a modern firearm. Futuristic firearms use Energy Cells that become depleted but could possibly be recharged with the proper equipment, at the GM's discretion. Reload. You can make a limited number of shots with a Reload weapon. You must then reload the weapon as an action or a Bonus Action. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Serpent Venom","DMG'24","91","none","Adventuring Gear, Poison (Injury)","","","","","","200 GP","A creature subjected to Serpent Venom must succeed on a DC 11 Constitution saving throw, taking 10 (3d6) Poison damage on a failed save or half as much damage on a successful one."
"Set of gold nesting dolls","DMG'24","215","none","Treasure (Art Object)","","","","","","7,500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Shawm","PHB'24","221","none","Instrument","","","","","1 lb.","2 GP","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Sheep","DMG'24","213","none","Trade Good","","","","","","2 GP","Merchants commonly exchange trade goods without using currency."
"Shield","PHB'24","219","none","Armor (Shield)","","AC +2","","","6 lb.","10 GP",""
"Shortbow","PHB'24","215","none","Weapon, Simple Weapon, Ranged Weapon","","1d6 Piercing","Ammunition (Range 80/320 ft.; Arrow), Two‑Handed","Mastery: Vex","2 lb.","25 GP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Shortsword","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d6 Piercing","Finesse, Light","Mastery: Vex","2 lb.","10 GP","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Shotgun","DMG'24","73","none","Weapon, Modern, Martial Weapon, Ranged Weapon, Firearm","","2d8 Piercing","Ammunition (30/90 ft.; Firearm Bullet), Reload (2 shots), Two‑Handed","Mastery: Push","7 lb.","","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. Firearm Bullets are destroyed upon use in a modern firearm. Futuristic firearms use Energy Cells that become depleted but could possibly be recharged with the proper equipment, at the GM's discretion. Reload. You can make a limited number of shots with a Reload weapon. You must then reload the weapon as an action or a Bonus Action. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"Shovel","PHB'24","228","none","Adventuring Gear","","","","","5 lb.","2 GP","Working for 1 hour, you can use a Shovel to dig a hole that is 5 feet on each side in soil or similar material."
"Sickle","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d4 Slashing","Light","Mastery: Nick","2 lb.","1 GP","Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"Signal Whistle","PHB'24","228","none","Adventuring Gear","","","","","","5 CP","When blown as a Utilize action, a Signal Whistle produces a sound that can be heard up to 600 feet away."
"Silk","DMG'24","213","none","Trade Good","","","","","1 lb.","10 GP","Merchants commonly exchange trade goods without using currency."
"Silk vestments with gold embroidery","DMG'24","215","none","Treasure (Art Object)","","","","","","250 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Silver","DMG'24","213","none","Trade Good","","","","","1 lb.","5 GP","Merchants commonly exchange trade goods without using currency."
"Silver Bar (2-pound)","DMG'24","213","none","Trade Bar","","5 in. long × 2 in. wide × ½ in. thick","","","2 lb.","10 GP","Because large numbers of coins can be difficult to transport and account for, many merchants prefer to use trade bars—ingots of precious metals and alloys (usually silver). These bars are valued by weight."
"Silver Bar (5-pound)","DMG'24","213","none","Trade Bar","","6 in. long × 2 in. wide × 1 in. thick","","","5 lb.","25 GP","Because large numbers of coins can be difficult to transport and account for, many merchants prefer to use trade bars—ingots of precious metals and alloys (usually silver). These bars are valued by weight."
"Silver and gold brooch","DMG'24","215","none","Treasure (Art Object)","","","","","","750 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Silver chalice set with moonstones","DMG'24","215","none","Treasure (Art Object)","","","","","","750 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Silver ewer","DMG'24","215","none","Treasure (Art Object)","","","","","","25 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Silver necklace with a gemstone pendant","DMG'24","215","none","Treasure (Art Object)","","","","","","250 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Sled","PHB'24","230","none","Vehicle (Land)","","","","","300 lb.","20 GP",""
"Sling","PHB'24","215","none","Weapon, Simple Weapon, Ranged Weapon","","1d4 Bludgeoning","Ammunition (Range 30/120 ft.; Sling Bullet)","Mastery: Slow","","1 SP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Sling Bullet","PHB'24","222","none","Ammunition","","","","","1.2 oz.","0.2 CP","Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.Sling Bullets are typically stored in a Pouch (bought separately)."
"Sling Bullets (20)","PHB'24","222","none","Ammunition","","","","","1½ lb.","4 CP","Sling bullets are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.Sling Bullets are typically stored in a Pouch (bought separately)."
"Smith's Tools","PHB'24","221","none","Artisan's Tools","","","","","8 lb.","20 GP","Ability: StrengthUtilize: Pry open a door or container (DC 20)Craft: Any Melee weapon (except Club, Greatclub, Quarterstaff, and Whip), Medium armor (except Hide), Heavy armor, Ball Bearings, Bucket, Caltrops, Chain, Crowbar, Firearm Bullets, Grappling Hook, Iron Pot, Iron Spikes, Sling BulletsArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Smoke Grenade","DMG'24","73","none","Explosive","","","","","2 lb.","50 GP","As an action, you can either throw a grenade at a point up to 60 feet away or use a Grenade Launcher to propel the grenade to a point up to 1,000 feet away. The grenade explodes at that point, creating a particular effect in a 20-foot-radius Sphere.The area of the Sphere is Heavily Obscured by smoke for 1 minute. A strong wind (such as the Gust of Wind spell) disperses the smoke."
"Spear","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d6 Piercing","Thrown (20/60 ft.), Versatile (1d8)","Mastery: Sap","3 lb.","1 GP","Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Spinel","DMG'24","214","none","Treasure (Gemstone)","","","","","","100 GP","A red, red brown, or deep green gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Splint Armor","PHB'24","219","none","Heavy Armor","","AC 17","","","60 lb.","200 GP","The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
"Sprig of Mistletoe","PHB'24","225","none","Spellcasting Focus","","","","","","1 GP","A Druidic Focus takes a specific form and is carved, tied with ribbon, or painted to channel primal magic. A Druid or Ranger can use such an object as a Spellcasting Focus."
"Spyglass","PHB'24","229","none","Adventuring Gear","","","","","1 lb.","1,000 GP","Objects viewed through a Spyglass are magnified to twice their size."
"Stabling (per day)","PHB'24","230","none","Tack and Harness","","","","","","5 CP",""
"Staff","PHB'24","224","none","Staff, Weapon, Spellcasting Focus, Simple Weapon, Melee Weapon","","1d6 Bludgeoning","versatile (1d8)","Mastery: Topple","4 lb.","5 GP","Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack.An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Star Ruby","DMG'24","214","none","Treasure (Gemstone)","","","","","","1,000 GP","A ruby with white star-shaped center gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Star Sapphire","DMG'24","214","none","Treasure (Gemstone)","","","","","","1,000 GP","A blue sapphire with white star-shaped center gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Star rose quartz","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A rosy stone with white star-shaped center gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"String","PHB'24","229","none","Adventuring Gear","","","","","","1 SP","String is 10 feet long. You can tie a knot in it as a Utilize action."
"Studded Leather Armor","PHB'24","219","none","Light Armor","","AC 12 + Dex","","","13 lb.","45 GP",""
"Tent","PHB'24","229","none","Adventuring Gear","","","","","20 lb.","2 GP","A Tent sleeps up to two Small or Medium creatures."
"Thieves' Tools","PHB'24","221","none","Tool","","","","","1 lb.","25 GP","Ability: DexterityUtilize: Pick a lock (DC 15), or disarm a trap (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Three-Dragon Ante Set","PHB'24","221","none","Gaming Set","","","","","","1 GP","Ability: WisdomUtilize: Discern whether someone is cheating (DC 10), or win the game (DC 20)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Tiger Eye","DMG'24","214","none","Treasure (Gemstone)","","","","","","10 GP","A brown with golden center gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Tinderbox","PHB'24","229","none","Adventuring Gear","","","","","1 lb.","5 SP","A Tinderbox is a small container holding flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a Candle, Lamp, Lantern, or Torch—or anything else with exposed fuel—takes a Bonus Action. Lighting any other fire takes 1 minute."
"Tinker's Tools","PHB'24","221","none","Artisan's Tools","","","","","10 lb.","50 GP","Ability: DexterityUtilize: Assemble a Tiny item composed of scrap, which falls apart in 1 minute (DC 20)Craft: Musket, Pistol, Bell, Bullseye Lantern, Flask, Hooded Lantern, Hunting Trap, Lock, Manacles, Mirror, Shovel, Signal Whistle, TinderboxArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Topaz","DMG'24","214","none","Treasure (Gemstone)","","","","","","500 GP","A golden yellow gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Torch","PHB'24","229","none","Adventuring Gear","","","","","1 lb.","1 CP","A Torch burns for 1 hour, casting Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. When you take the Attack action, you can attack with the Torch, using it as a Simple Melee weapon. On a hit, the target takes 1 Fire damage."
"Torpor","DMG'24","91","none","Adventuring Gear, Poison (Ingested)","","","","","","600 GP","A creature subjected to Torpor poison must succeed on a DC 15 Constitution saving throw or have the Poisoned condition for 4d6 hours. The creature's Speed is halved while the creature is Poisoned in this way."
"Tourmaline","DMG'24","214","none","Treasure (Gemstone)","","","","","","100 GP","A pale green, blue, brown, or red gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Traveler's Clothes","PHB'24","225","none","Adventuring Gear","","","","","4 lb.","2 GP","Traveler's Clothes are resilient garments designed for travel in various environments."
"Trident","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Piercing","Thrown (20/60 ft.), Versatile (1d10)","Mastery: Topple","4 lb.","5 GP","Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
